Team,Season,Week,Rank_Scoring_Offense,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
UCLA,2016,10,61,28.4,28.7,45.0,36.3,20.5,32.2,49,422.3,418.0,510.0,452.3,392.3,467.8,52,26.8,34.0,52.0,29.8,23.8,26.0,29,368.8,390.0,539.0,401.0,336.5,401.8,122,2.4,4.3,5.0,1.8,3.0,1.5,41,1.8,2.3,2.0,1.5,2.0,1.5,47,3.7,10,77,46,40,--,19,58,34,18,5.7,6,27,17
Hawaii,2016,10,61,28.4,31.0,21.0,32.3,26.0,15.2,61,408.9,377.0,298.0,436.7,392.2,305.6,110,36.4,32.0,28.0,28.7,41.0,36.3,106,465.6,421.7,321.0,417.7,494.4,452.1,88,1.8,1.3,1.0,1.0,2.2,2.8,112,1.0,1.3,1.0,0.3,1.4,0.8,81,-5.0,80,128,80,127,-17.7,106,128,127,102,-9.8,33,112,103
BYU,2016,10,63,28.0,28.7,27.0,32.3,25.4,30.7,75,394.3,343.7,322.0,390.0,396.8,398.4,41,25.5,21.0,28.0,30.3,22.6,24.3,69,423.0,387.7,571.0,478.3,389.8,363.8,32,1.3,0.7,0.0,1.0,1.4,1.7,4,2.6,2.7,5.0,1.7,3.2,1.8,28,9.0,8,47,23,17,2.8,7,117,16,26,4.4,13,63,19
Arkansas,2016,10,64,27.9,22.3,3.0,31.8,22.7,33.7,71,396.4,372.3,215.0,416.5,369.7,456.3,100,34.4,45.0,56.0,25.5,46.3,27.3,88,444.4,517.3,632.0,329.0,598.3,381.0,103,2.0,2.7,2.0,2.3,1.7,0.9,72,1.4,1.3,0.0,1.5,1.3,1.3,68,-1.2,29,80,71,121,-3.9,27,123,121,24,4.6,16,61,23
Kentucky,2016,10,65,27.8,31.7,35.0,34.8,16.0,23.8,64,404.9,481.0,582.0,469.4,297.3,370.9,77,30.9,24.0,21.0,29.4,33.3,27.5,71,425.5,343.3,386.0,393.2,479.3,397.3,123,2.5,2.0,2.0,2.4,2.7,1.7,109,1.1,0.7,0.0,1.4,0.7,1.7,39,6.2,33,111,64,64,--,53,115,84,58,-1.0,24,90,67
Ohio,2016,10,65,27.8,21.7,31.0,34.7,23.6,26.9,56,411.1,420.7,512.0,477.0,371.6,409.8,39,24.9,21.0,26.0,35.7,18.4,26.3,36,380.8,419.7,560.0,449.3,339.6,382.4,44,1.4,2.0,1.0,1.7,1.2,1.3,11,2.3,1.0,2.0,2.7,2.0,1.7,89,-7.0,65,115,103,61,--,18,106,64,117,-12.2,83,125,124
Northwestern,2016,10,67,27.7,32.7,20.0,20.5,37.3,17.8,70,397.0,434.7,406.0,380.3,419.3,313.0,31,24.0,26.0,24.0,18.3,31.7,20.2,68,422.9,436.3,431.0,442.8,396.3,334.0,22,1.1,0.7,1.0,1.3,1.0,1.6,87,1.3,1.3,0.0,1.5,1.0,1.6,22,12.5,20,102,31,28,--,18,79,31,25,4.5,22,84,39
Miami (FL),2016,10,68,27.6,18.7,27.0,23.3,30.8,26.3,82,383.4,344.7,306.0,369.7,393.8,398.5,21,21.1,29.0,30.0,16.7,24.5,30.5,31,374.0,465.0,411.0,360.7,384.0,432.0,11,1.0,1.0,1.0,1.3,0.8,1.0,101,1.1,0.7,2.0,0.7,1.5,1.9,37,6.5,4,37,20,30,--,7,51,28,17,5.8,15,118,20
Central Mich,2016,10,69,27.3,25.0,24.0,25.5,29.0,25.4,57,411.0,392.3,349.0,386.8,435.3,401.4,82,31.6,28.7,27.0,29.5,33.8,23.0,38,382.1,357.7,330.0,351.8,412.5,344.7,99,1.9,3.0,4.0,1.8,2.0,1.3,96,1.3,1.3,2.0,1.5,1.0,1.4,105,-12.6,6,118,100,68,--,8,128,65,80,-5.1,33,126,70
Army,2016,10,70,27.1,15.0,21.0,24.5,28.2,20.9,67,399.0,331.0,383.0,405.0,396.6,330.0,10,17.9,20.3,13.0,24.5,15.2,28.3,4,275.1,284.0,343.0,304.5,263.4,377.2,103,2.0,4.0,2.0,3.5,1.4,1.7,33,1.9,1.7,3.0,1.5,2.0,0.9,83,-5.8,4,103,74,42,--,4,128,46,90,-7.4,47,105,105
GA Tech,2016,10,70,27.1,35.7,38.0,27.8,25.5,25.6,88,378.1,471.0,605.0,407.6,304.5,362.2,40,25.4,32.0,35.0,25.4,25.5,27.5,45,384.7,433.7,559.0,393.2,363.5,376.7,22,1.1,0.7,2.0,1.4,0.5,2.1,87,1.3,1.3,3.0,1.0,2.0,1.3,62,0.9,19,71,36,120,-0.8,8,123,120,46,0.9,23,69,38
Virginia,2016,10,72,27.0,23.3,25.0,29.8,23.3,24.9,80,384.7,313.0,322.0,377.0,395.0,384.3,84,32.0,37.3,32.0,36.8,25.7,32.5,93,453.7,447.3,508.0,459.3,446.3,417.3,37,1.3,1.3,2.0,1.3,1.3,2.0,33,1.9,1.3,2.0,1.3,2.7,1.4,57,2.0,48,128,72,67,--,59,107,63,54,-0.4,53,85,63
Miss State,2016,10,73,26.7,24.3,38.0,20.3,31.5,32.1,72,396.0,345.7,362.0,385.3,404.0,444.9,63,28.4,35.3,40.0,24.3,31.5,24.1,48,388.9,432.3,554.0,351.3,417.0,402.3,37,1.3,2.0,1.0,1.3,1.3,1.3,45,1.7,2.0,2.0,1.3,2.0,1.2,77,-4.4,48,102,63,53,--,27,119,53,55,-0.6,24,73,37
Missouri,2016,10,74,26.6,26.7,21.0,38.5,10.7,11.7,35,460.4,459.3,386.0,533.3,363.3,268.5,101,34.7,42.0,35.0,33.8,36.0,17.4,123,522.0,563.0,582.0,500.8,550.3,311.4,103,2.0,1.7,0.0,2.3,1.7,1.5,45,1.7,2.0,2.0,1.3,2.3,1.4,76,-4.2,16,104,65,87,--,47,108,83,48,0.5,14,61,29
UNLV,2016,10,75,26.5,29.3,24.0,32.7,22.8,23.9,79,386.5,432.3,402.0,464.0,340.0,384.5,99,34.4,36.7,30.0,31.7,36.0,36.0,84,441.6,445.7,424.0,401.7,465.6,472.1,32,1.3,1.0,1.0,1.3,1.2,1.5,116,0.9,0.7,0.0,1.0,0.8,1.4,103,-12.4,4,118,107,101,--,7,111,100,111,-11.3,59,128,110
Indiana,2016,10,76,26.4,26.0,42.0,29.2,21.7,35.6,36,456.8,462.0,650.0,496.8,390.0,496.8,50,26.5,29.0,36.0,27.4,25.0,36.8,50,395.0,428.3,517.0,407.6,374.0,497.0,69,1.6,1.3,0.0,1.6,1.7,1.2,55,1.6,1.3,2.0,1.6,1.7,1.7,51,3.0,8,78,66,54,--,4,73,55,51,0.2,49,105,50
App State,2016,10,76,26.4,31.7,34.0,23.8,29.0,35.7,74,394.9,421.0,498.0,352.5,437.3,451.5,9,17.8,9.7,10.0,18.5,17.0,20.7,14,338.0,261.0,159.0,368.3,307.8,326.3,32,1.3,1.7,3.0,1.0,1.5,1.8,21,2.0,2.0,3.0,2.3,1.8,1.9,41,5.9,3,77,77,37,--,2,59,44,78,-4.1,6,86,77
S Methodist,2016,10,78,26.1,37.7,35.0,20.5,28.4,26.2,62,406.0,419.0,439.0,363.0,423.2,372.9,88,32.7,30.0,31.0,24.5,36.0,45.5,89,449.0,418.7,391.0,446.0,450.2,481.8,103,2.0,1.0,2.0,1.5,2.2,2.1,21,2.0,1.3,1.0,1.5,2.2,1.1,74,-3.6,55,106,83,74,--,58,112,78,59,-1.1,45,96,51
Ball State,2016,10,78,26.1,25.7,25.0,24.5,26.8,20.8,43,441.7,450.3,443.0,435.0,444.4,353.8,55,27.0,26.7,35.0,33.0,24.6,35.8,102,461.9,470.0,529.0,591.0,410.2,516.1,93,1.9,2.0,1.0,1.0,2.2,1.3,101,1.1,0.3,1.0,2.0,0.8,1.3,109,-14.0,75,122,106,78,--,66,124,81,115,-11.8,64,117,113
E Michigan,2016,10,80,25.8,24.3,15.0,20.7,28.8,25.4,53,416.6,419.0,361.0,392.7,431.0,378.8,85,32.1,31.0,28.0,29.0,34.0,42.1,91,451.3,460.3,405.0,395.0,485.0,519.6,99,1.9,1.3,1.0,2.3,1.6,2.1,41,1.8,1.7,1.0,1.3,2.0,1.0,102,-11.6,15,126,86,90,--,16,123,88,106,-10.6,96,128,100
Syracuse,2016,10,81,25.7,22.7,28.0,26.3,25.3,25.5,23,477.3,473.3,533.0,508.0,454.3,310.3,105,35.1,21.7,20.0,41.3,30.5,33.8,116,494.7,361.7,287.0,589.0,424.0,472.7,62,1.6,2.0,3.0,2.0,1.3,1.5,63,1.6,2.0,2.0,1.7,1.5,1.7,58,1.5,32,111,58,123,-10.4,54,125,124,42,1.2,33,123,36
Marshall,2016,10,82,25.6,21.7,14.0,29.3,20.7,30.2,109,342.0,337.3,226.0,388.3,280.3,392.3,118,39.6,24.0,24.0,43.0,35.0,18.7,118,504.0,441.3,474.0,516.0,488.0,374.9,62,1.6,1.0,0.0,2.3,0.7,1.8,72,1.4,1.3,1.0,1.8,1.0,2.3,114,-18.9,6,123,112,102,--,47,109,104,114,-11.8,42,123,114
E Carolina,2016,10,83,25.1,27.3,41.0,34.3,18.3,27.4,26,476.9,470.0,430.0,465.3,485.5,413.5,83,31.9,24.0,3.0,26.7,35.8,26.5,77,429.7,454.7,295.0,388.3,460.8,399.5,119,2.3,1.3,0.0,2.3,2.3,1.7,112,1.0,1.3,3.0,2.0,0.3,1.3,87,-6.9,34,106,104,92,--,47,97,93,64,-1.8,38,112,56
Idaho,2016,10,84,24.9,36.0,19.0,34.0,21.2,29.4,90,376.3,474.0,357.0,453.0,345.6,419.0,113,38.6,30.3,37.0,28.5,42.6,42.5,112,486.3,448.0,393.0,479.0,489.2,493.4,80,1.7,1.3,3.0,1.5,1.8,1.9,21,2.0,2.3,1.0,2.5,1.8,1.4,99,-11.0,54,127,95,108,--,19,123,108,116,-11.9,97,125,112
Iowa State,2016,10,85,24.6,21.0,26.0,37.3,15.0,24.5,63,405.0,407.0,493.0,487.0,343.5,417.3,93,33.4,32.0,31.0,28.7,37.0,35.0,105,465.3,454.0,398.0,459.0,470.0,467.2,11,1.0,1.7,1.0,0.7,1.3,2.0,118,0.9,0.7,0.0,1.3,0.5,1.0,54,2.7,35,126,68,99,--,68,113,99,52,0.1,41,92,52
Wisconsin,2016,10,86,24.1,21.0,23.0,30.8,17.5,26.8,89,376.4,403.3,337.0,443.3,309.5,378.6,3,14.6,18.7,17.0,18.5,10.8,13.7,6,301.1,317.3,305.0,310.5,291.8,268.5,88,1.8,1.3,2.0,1.3,2.3,1.4,55,1.6,1.0,2.0,1.3,2.0,1.6,9,19.9,4,25,16,7,18.8,5,40,7,2,10.9,1,44,1
N Mex State,2016,10,87,23.9,17.3,10.0,29.3,20.6,28.6,52,417.5,392.0,316.0,404.0,425.6,434.5,122,42.9,43.0,52.0,28.0,51.8,45.0,120,505.9,525.7,515.0,393.0,573.6,523.5,88,1.8,1.7,0.0,1.7,1.8,1.8,55,1.6,1.7,1.0,2.3,1.2,1.8,126,-26.3,98,126,124,118,--,93,127,118,113,-11.6,67,127,115
Colorado St,2016,10,88,23.9,32.0,42.0,23.7,24.0,26.7,78,386.7,434.7,467.0,424.3,358.5,411.5,69,28.9,25.0,23.0,25.3,31.5,28.4,62,418.4,421.7,360.0,376.7,449.8,407.8,37,1.3,0.3,1.0,0.7,1.8,1.8,101,1.1,1.3,2.0,1.0,1.3,1.1,73,-3.2,19,126,76,128,-22.9,90,128,128,84,-5.9,38,114,83
North Texas,2016,10,89,23.7,30.0,17.0,24.0,23.5,15.9,110,340.1,395.7,409.0,386.7,305.3,331.2,67,28.7,23.3,31.0,28.3,29.0,39.0,73,428.0,328.3,318.0,440.0,419.0,487.9,80,1.7,2.3,4.0,1.7,1.8,2.2,21,2.0,2.7,0.0,1.0,2.8,1.6,84,-6.2,78,126,78,80,--,66,122,67,101,-9.6,62,125,101
NC State,2016,10,89,23.7,14.7,14.0,26.5,20.0,33.1,85,382.4,328.3,338.0,383.3,381.3,410.3,35,24.7,33.0,21.0,15.5,37.0,28.0,37,382.0,481.0,386.0,293.0,500.7,370.6,80,1.7,2.7,3.0,1.5,2.0,1.0,33,1.9,2.7,2.0,1.3,2.7,1.8,53,2.9,11,69,27,66,--,7,74,62,45,1.1,30,122,30
Arkansas St,2016,10,91,23.2,31.7,51.0,26.3,17.0,37.5,97,367.5,418.7,434.0,380.5,341.5,423.2,50,26.5,14.3,10.0,18.5,42.5,32.2,70,425.3,318.7,336.0,378.0,520.0,427.4,55,1.5,2.0,0.0,1.5,1.5,2.1,85,1.3,1.3,2.0,1.5,1.0,2.6,95,-9.6,21,120,108,103,--,10,114,102,103,-9.8,5,114,88
Oregon St,2016,10,92,23.1,20.7,31.0,29.0,15.3,18.4,102,358.4,373.3,498.0,410.3,289.3,331.5,109,36.3,31.7,35.0,34.0,39.3,39.7,95,454.9,462.7,552.0,455.5,454.0,509.7,62,1.6,1.3,0.0,1.3,2.0,1.4,87,1.3,1.7,2.0,1.8,0.7,1.0,75,-3.9,44,117,85,82,--,60,124,86,33,2.8,16,81,35
Arizona,2016,10,92,23.1,15.7,10.0,24.8,21.0,34.1,58,410.9,368.0,286.0,421.5,396.7,470.7,103,34.9,39.3,34.0,36.3,33.0,37.7,98,457.3,456.7,341.0,464.0,448.3,476.9,115,2.1,3.3,3.0,2.5,1.7,1.7,124,0.6,0.3,1.0,1.0,0.0,1.1,93,-8.6,31,125,81,16,5.0,9,55,14,40,1.9,25,90,34
Florida Intl,2016,10,94,23.1,28.7,35.0,22.2,25.0,24.3,84,382.7,423.0,517.0,379.3,389.3,335.1,102,34.8,37.3,42.0,40.8,22.7,31.3,67,422.1,427.7,466.0,445.3,375.7,424.0,102,1.9,2.3,3.0,1.8,2.0,1.2,120,0.8,1.0,0.0,0.3,1.7,1.4,112,-16.7,98,126,120,106,--,78,121,106,118,-12.5,38,124,118
Tulane,2016,10,95,23.0,24.0,31.0,25.0,20.3,18.0,108,342.3,365.3,391.0,319.0,373.3,300.6,64,28.6,36.3,35.0,29.8,27.0,38.9,30,373.4,468.0,439.0,390.3,351.0,422.8,22,1.1,1.7,1.0,1.3,1.0,1.2,12,2.1,2.3,2.0,2.8,1.3,1.3,107,-13.0,46,120,101,85,--,39,125,89,95,-8.5,46,115,96
GA Southern,2016,10,96,22.9,18.7,10.0,16.5,25.4,35.5,103,356.7,301.7,159.0,287.5,384.4,421.1,59,27.7,29.3,34.0,27.5,27.8,24.4,74,428.7,455.7,498.0,424.0,430.6,334.7,80,1.7,2.0,3.0,2.0,1.6,1.7,21,2.0,2.0,3.0,2.5,1.8,1.8,100,-11.3,3,111,99,76,--,32,78,76,91,-7.5,43,117,93
Georgia,2016,10,96,22.9,18.0,10.0,23.5,22.6,24.5,92,373.0,313.3,164.0,406.5,359.6,362.4,47,26.4,18.3,24.0,25.5,26.8,17.8,15,339.0,240.0,231.0,264.0,369.0,315.6,11,1.0,0.3,0.0,1.0,1.0,1.3,33,1.9,1.3,1.0,1.5,2.0,1.8,66,-0.3,11,67,59,13,8.0,4,30,8,28,4.1,11,47,27
Purdue,2016,10,98,22.6,24.3,24.0,25.8,18.3,23.9,66,402.1,393.7,341.0,454.0,333.0,353.0,114,38.7,46.0,62.0,40.8,36.0,38.5,98,457.3,480.3,511.0,449.0,468.3,467.8,126,2.7,2.3,4.0,3.5,1.7,2.2,124,0.6,0.3,0.0,0.0,1.3,1.6,111,-16.1,82,118,98,98,--,66,118,96,88,-7.1,77,123,90
LA Lafayette,2016,10,99,22.5,19.3,27.0,12.7,32.3,24.8,91,376.0,366.7,401.0,348.7,403.3,365.3,68,28.8,21.3,3.0,30.7,27.0,33.2,41,383.2,355.3,221.0,431.3,335.0,426.9,55,1.5,1.0,1.0,0.7,2.3,1.8,100,1.2,1.7,2.0,0.7,1.7,1.0,110,-14.1,66,125,110,97,--,71,123,97,124,-14.3,24,125,120
Michigan St,2016,10,100,22.4,26.7,23.0,20.8,24.7,29.8,72,396.0,434.0,401.0,351.8,455.0,385.6,86,32.4,38.0,32.0,36.8,26.7,21.7,61,418.0,457.7,436.0,410.3,428.3,349.9,80,1.7,1.7,1.0,2.0,1.3,1.0,87,1.3,1.0,1.0,1.0,1.7,2.0,70,-2.3,27,116,93,52,--,21,113,50,22,4.7,20,126,32
Cincinnati,2016,10,101,22.0,17.7,13.0,23.5,20.0,32.3,81,384.1,338.7,186.0,418.5,338.3,529.5,61,28.3,24.3,34.0,31.0,24.7,32.9,92,452.4,463.3,474.0,444.3,463.3,423.2,93,1.9,1.0,2.0,2.5,1.0,2.6,10,2.3,2.0,1.0,2.0,2.7,1.1,101,-11.5,54,121,102,83,--,24,119,69,87,-6.0,49,124,91
Charlotte,2016,10,102,21.6,27.0,27.0,20.7,22.3,16.0,96,368.0,413.0,394.0,367.7,368.3,326.4,119,40.1,24.7,24.0,38.7,41.3,38.6,85,442.6,363.3,350.0,397.3,476.5,450.9,103,2.0,2.0,1.0,3.0,1.3,3.0,45,1.7,2.0,2.0,2.0,1.5,1.9,120,-22.7,96,128,119,107,--,79,128,105,126,-16.9,37,128,126
Nevada,2016,10,103,21.4,23.7,34.0,33.0,12.8,25.8,94,370.9,375.0,479.0,463.0,301.8,374.0,57,27.6,26.0,42.0,26.0,28.8,27.7,87,444.3,424.3,542.0,451.7,438.8,412.4,3,0.7,1.3,1.0,0.7,0.8,1.0,101,1.1,0.7,0.0,0.7,1.5,1.8,115,-19.9,85,124,115,109,--,73,119,110,123,-14.3,83,126,123
Miami (OH),2016,10,104,21.4,28.7,28.0,16.3,24.4,17.2,107,344.6,366.0,405.0,307.3,367.0,326.6,45,26.3,18.3,15.0,20.7,29.6,34.3,23,354.3,356.3,361.0,287.7,394.2,413.0,103,2.0,1.0,1.0,2.0,2.0,2.6,41,1.8,2.3,1.0,2.0,1.6,1.4,104,-12.5,66,118,111,94,--,34,119,101,104,-10.2,19,119,111
Duke,2016,10,105,21.0,20.7,35.0,15.7,25.0,29.6,83,382.9,329.0,559.0,329.3,423.0,421.4,47,26.4,22.7,38.0,21.3,30.3,27.5,81,433.3,429.3,605.0,339.7,503.5,413.5,119,2.3,1.3,3.0,3.3,1.5,1.8,21,2.0,2.0,2.0,2.0,2.0,1.7,48,3.2,34,84,62,43,--,38,87,38,39,1.9,35,94,46
TX El Paso,2016,10,106,20.9,31.3,21.0,20.2,22.0,20.1,105,347.4,370.3,337.0,342.4,355.7,342.1,112,38.3,38.3,31.0,37.6,39.3,34.4,86,442.6,472.3,393.0,442.6,442.7,430.5,69,1.6,1.3,2.0,1.8,1.3,2.1,121,0.8,1.0,1.0,0.8,0.7,0.8,122,-24.1,98,128,127,104,--,86,117,107,122,-13.7,100,128,122
Utah State,2016,10,107,20.9,25.0,13.0,26.3,13.7,30.4,104,352.6,369.7,252.0,349.0,357.3,381.7,73,29.1,30.3,40.0,26.8,32.3,28.2,42,383.7,399.0,414.0,354.0,423.3,346.6,22,1.1,1.3,2.0,1.3,1.0,1.9,122,0.7,0.0,0.0,0.8,0.7,1.8,96,-10.4,9,109,82,93,--,10,118,92,85,-5.9,56,123,85
U Mass,2016,10,108,20.8,24.0,28.0,23.0,17.0,22.2,116,326.3,394.7,389.0,327.6,324.0,400.1,92,33.4,42.0,34.0,34.6,31.3,31.4,101,459.4,535.7,395.0,479.0,426.7,447.8,113,2.1,2.7,4.0,2.2,2.0,1.6,79,1.4,2.0,2.0,1.8,0.7,1.5,113,-18.8,86,119,117,91,--,73,126,95,110,-11.2,23,126,102
Bowling Grn,2016,10,109,20.6,28.3,26.0,24.0,18.0,42.2,76,391.7,438.3,446.0,445.0,351.8,546.8,128,47.9,37.3,40.0,36.3,56.5,28.9,124,525.9,453.3,433.0,447.7,584.5,417.8,127,3.0,3.0,4.0,3.0,3.0,1.1,101,1.1,1.0,1.0,1.7,0.8,1.9,125,-26.2,66,128,122,115,--,75,124,116,108,-11.0,3,116,109
LA Monroe,2016,10,110,20.4,22.3,10.0,35.5,14.4,18.8,101,360.3,349.3,336.0,500.0,304.4,287.3,127,45.4,48.0,51.0,34.0,50.0,39.6,119,504.4,457.7,434.0,365.5,560.0,437.9,115,2.1,2.0,2.0,3.0,1.8,2.5,87,1.3,2.0,0.0,1.5,1.2,1.0,128,-34.3,63,128,121,117,--,89,121,114,127,-17.1,95,128,127
Texas State,2016,10,111,20.0,19.3,3.0,3.0,28.5,23.6,126,291.8,319.3,221.0,181.5,347.0,392.5,125,44.7,36.0,27.0,45.5,44.3,40.5,122,512.3,471.3,401.0,482.0,527.5,533.3,117,2.2,2.7,2.0,1.5,2.5,1.7,69,1.5,2.0,1.0,0.5,2.0,1.1,127,-32.6,62,128,128,110,--,85,125,111,128,-17.3,31,128,128
S Alabama,2016,10,112,19.4,13.7,13.0,21.3,17.0,24.3,114,328.7,300.3,306.0,332.3,324.0,355.8,25,21.6,18.3,10.0,21.5,21.7,38.5,51,396.1,374.0,240.0,395.5,397.0,425.7,22,1.1,1.7,2.0,1.3,1.0,2.0,87,1.3,1.3,1.0,1.5,1.0,1.5,90,-7.4,12,114,94,89,--,22,126,91,94,-8.0,11,121,87
Kent State,2016,10,113,19.3,17.0,27.0,18.5,19.6,10.2,121,307.7,285.3,330.0,343.5,293.4,250.9,53,26.9,18.7,24.0,22.5,28.6,27.3,27,364.3,314.7,349.0,356.5,367.4,384.9,22,1.1,1.3,2.0,0.0,1.6,1.6,33,1.9,2.7,4.0,3.0,1.4,1.4,94,-8.7,82,119,105,77,--,73,116,90,109,-11.2,22,123,119
Fresno St,2016,10,114,19.3,14.7,21.0,21.7,17.8,21.2,112,334.8,295.0,349.0,339.7,331.8,303.6,111,37.6,28.7,31.0,32.0,41.0,40.4,104,463.5,394.7,424.0,468.3,460.6,465.4,88,1.8,2.3,4.0,3.0,1.0,1.7,126,0.5,0.3,1.0,1.0,0.2,1.6,116,-20.4,88,124,114,113,--,91,119,113,92,-7.8,13,106,97
Stanford,2016,10,115,19.1,18.7,34.0,18.5,19.8,37.8,123,304.4,300.0,341.0,308.8,300.0,435.6,14,19.0,10.0,10.0,18.8,19.3,22.6,24,355.9,317.3,286.0,376.3,335.5,368.4,113,2.1,2.7,1.0,2.3,2.0,0.9,79,1.4,1.7,3.0,1.3,1.5,1.0,52,3.0,5,52,50,35,--,8,57,40,8,9.5,2,63,4
Vanderbilt,2016,10,116,18.7,12.0,17.0,21.0,17.0,12.3,127,281.1,239.3,171.0,283.7,279.3,307.1,28,22.0,16.3,16.0,16.7,26.0,22.3,52,396.3,321.3,421.0,346.3,433.8,369.4,11,1.0,1.3,0.0,1.3,0.8,2.1,63,1.6,1.0,0.0,1.7,1.5,1.5,63,0.9,28,116,67,70,--,51,124,72,44,1.1,24,65,45
Rice,2016,10,117,18.6,19.0,16.0,19.3,18.0,23.4,113,333.6,334.0,305.0,369.0,307.0,389.5,116,39.4,39.7,61.0,31.3,45.5,37.6,128,558.7,590.3,735.0,470.3,625.0,462.2,62,1.6,1.0,2.0,1.7,1.5,1.8,112,1.0,1.7,1.0,1.0,1.0,0.7,121,-23.3,110,127,113,112,--,85,126,109,105,-10.3,9,125,107
Illinois,2016,10,118,18.4,16.3,17.0,20.3,16.0,20.7,124,304.3,245.7,245.0,342.0,254.0,361.1,95,33.6,29.3,40.0,39.0,26.3,25.4,78,430.0,409.7,283.0,410.3,456.3,369.9,49,1.4,2.0,3.0,1.8,1.0,1.2,63,1.6,2.0,0.0,0.8,2.7,1.7,88,-7.0,26,106,79,59,--,42,85,54,70,-2.5,39,115,59
Buffalo,2016,10,118,18.4,23.0,41.0,26.3,8.0,24.5,111,340.0,438.3,518.0,403.5,255.3,379.1,91,33.1,31.7,20.0,28.8,39.0,28.8,94,454.3,461.7,306.0,437.0,477.3,426.5,22,1.1,1.7,1.0,0.8,1.7,1.8,87,1.3,1.7,1.0,1.5,1.0,1.5,123,-25.6,101,128,126,119,--,83,121,119,119,-13.1,99,127,121
Wake Forest,2016,10,120,18.1,15.7,13.0,16.0,19.8,15.3,119,313.3,308.3,343.0,282.7,336.3,310.0,10,17.9,15.7,21.0,11.0,23.0,26.5,64,419.7,383.7,383.0,329.7,487.3,383.1,49,1.4,2.7,3.0,1.7,1.3,2.2,7,2.4,2.7,2.0,1.7,3.0,1.0,60,1.3,48,122,57,50,--,16,120,48,57,-0.8,40,107,48
Georgia State,2016,10,120,18.1,24.0,10.0,31.0,13.0,26.4,120,311.1,398.0,240.0,404.0,274.0,436.3,46,26.3,21.7,13.0,26.0,26.4,27.3,57,405.1,363.0,306.0,437.5,392.2,397.6,93,1.9,2.3,1.0,2.5,1.6,1.8,63,1.6,2.0,2.0,2.5,1.2,1.7,91,-7.5,75,124,75,86,--,76,119,85,93,-7.9,38,120,95
Boston Col,2016,10,122,18.0,17.0,21.0,21.7,15.3,10.6,125,301.7,308.0,386.0,312.7,293.5,247.5,38,24.9,32.7,14.0,29.0,21.8,18.0,10,325.3,458.0,338.0,367.7,293.5,295.6,103,2.0,2.0,2.0,2.0,2.0,2.0,33,1.9,2.3,3.0,1.7,2.0,2.0,80,-4.9,53,109,109,20,1.1,10,119,19,73,-3.3,28,84,84
San Jose St,2016,10,123,17.8,15.7,30.0,19.5,16.0,26.7,115,327.3,304.0,424.0,336.8,317.8,379.4,104,35.1,25.3,24.0,25.5,44.8,28.4,83,439.0,373.0,402.0,386.5,491.5,372.9,88,1.8,0.0,0.0,1.5,2.0,1.4,96,1.3,1.3,1.0,1.8,0.8,1.0,117,-20.6,70,125,125,114,--,78,121,117,107,-10.6,32,113,106
S Carolina,2016,10,123,17.8,24.0,24.0,21.0,12.3,21.9,118,318.4,346.0,325.0,345.6,273.0,355.2,23,21.3,25.7,21.0,23.2,18.0,27.9,39,382.5,347.0,297.0,396.4,359.3,433.7,44,1.4,1.7,0.0,1.4,1.3,1.4,19,2.1,2.7,3.0,2.8,1.0,1.8,78,-4.7,5,92,91,71,--,3,99,71,49,0.4,3,67,58
Connecticut,2016,10,125,17.6,15.3,3.0,18.3,17.0,16.9,100,361.1,362.0,295.0,381.8,340.5,310.6,62,28.4,35.7,41.0,18.5,38.3,19.8,75,428.9,453.0,430.0,391.8,466.0,359.6,32,1.3,1.0,3.0,1.3,1.3,1.3,116,0.9,1.3,0.0,0.5,1.3,1.9,106,-13.0,71,127,90,100,--,42,122,77,76,-4.0,66,120,72
