,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
66,,Northwestern,25.1,21.3,20.0,24.7,25.5,24.2,2010,10,,414.1,386.3,383.0,402.3,423.0,397.3,,22.7,24.0,17.0,26.7,19.8,25.3,,388.0,372.3,373.0,389.0,387.3,362.6,,1.3,1.0,0.0,1.7,1.0,2.1,,1.7,1.0,1.0,1.7,1.8,2.3,78,-7.5,42,86,71,65,--,17,119,59,97,-8.8,41,104,94
67,,Toledo,25.1,35.7,42.0,20.5,28.8,29.7,2010,10,,333.9,427.3,438.0,350.8,320.4,437.9,,25.2,17.3,7.0,26.5,24.2,37.7,,357.8,319.3,326.0,356.3,359.0,407.4,,1.9,1.0,1.0,1.3,2.4,2.6,,2.8,3.0,2.0,2.5,3.0,1.8,79,-7.7,72,120,85,50,--,47,116,53,87,-7.7,28,109,80
68,,Air Force,24.6,18.3,23.0,30.3,19.0,26.2,2010,10,,416.8,376.3,411.0,424.8,408.8,354.8,,22.6,31.0,28.0,18.8,26.5,17.0,,374.4,448.3,327.0,342.3,406.5,299.8,,1.6,2.0,5.0,2.5,0.8,1.0,,1.4,1.0,1.0,1.8,1.0,2.5,50,2.4,3,54,54,47,--,19,51,49,31,1.8,14,96,40
69,,LSU,24.6,22.0,17.0,21.7,26.8,24.8,2010,10,,323.9,354.0,243.0,311.3,333.3,304.7,,16.4,22.3,24.0,11.7,20.0,16.2,,291.7,332.7,528.0,221.0,344.8,327.3,,2.1,2.3,1.0,2.3,2.0,1.1,,1.9,1.0,1.0,2.3,1.5,1.4,37,6.5,8,41,41,9,11.0,2,30,6,16,4.8,5,30,7
70,,Bowling Grn,23.7,16.7,17.0,25.3,22.8,28.5,2010,10,,298.1,255.0,307.0,234.7,329.8,404.8,,33.9,24.0,14.0,28.7,36.5,27.5,,426.2,299.0,231.0,392.3,443.2,400.2,,2.4,2.0,2.0,3.3,2.0,1.2,,2.7,2.3,3.0,4.3,1.8,1.5,107,-18.1,68,114,114,94,--,77,103,95,86,-7.5,24,101,90
71,,Iowa State,23.6,18.7,28.0,33.5,13.8,19.4,2010,10,,340.5,309.0,400.0,406.5,274.5,358.3,,33.4,29.7,16.0,33.0,33.8,22.3,,447.4,460.3,268.0,404.5,490.3,418.2,,1.4,0.7,1.0,1.5,1.3,2.2,,1.9,2.0,1.0,2.3,1.5,2.5,81,-8.0,5,96,81,113,-5.4,7,118,115,49,-0.8,32,84,32
72,,W Virginia,23.6,15.7,13.0,28.5,17.0,25.6,2010,10,,367.0,333.0,414.0,377.0,353.7,370.7,,15.6,13.7,16.0,13.0,19.0,21.8,,261.6,243.3,278.0,238.3,292.7,339.6,,1.7,2.3,4.0,1.0,2.7,2.1,,1.3,1.3,0.0,1.5,1.0,1.8,40,6.1,15,62,40,58,--,13,108,56,61,-2.7,13,88,70
73,,Clemson,23.4,22.7,10.0,28.5,16.7,29.8,2010,10,,333.1,295.0,262.0,339.5,324.7,359.5,,17.7,12.0,16.0,15.0,21.3,21.8,,356.9,326.3,304.0,378.8,327.7,325.4,,1.4,1.0,3.0,1.8,1.0,1.7,,1.6,1.7,1.0,2.0,1.0,2.2,41,6.0,28,48,28,42,--,19,98,33,32,1.6,19,114,26
74,,LA Tech,23.4,30.7,20.0,26.8,19.0,27.5,2010,10,,408.6,502.7,394.0,459.8,340.3,355.4,,32.7,30.0,49.0,22.8,46.0,26.9,,479.7,399.7,471.0,417.8,562.3,377.0,,2.7,2.0,2.0,2.5,3.0,1.1,,1.6,1.0,2.0,0.8,2.7,1.5,64,-2.6,45,108,75,118,-13.7,78,119,118,75,-4.8,70,102,83
75,,Texas,23.4,21.0,22.0,22.3,24.5,39.3,2010,10,,368.0,381.3,428.0,401.5,334.5,421.1,,21.4,23.7,30.0,24.8,18.0,16.7,,274.5,296.3,348.0,311.3,237.8,251.9,,2.3,2.0,2.0,2.8,1.8,2.0,,1.3,1.3,2.0,1.3,1.3,2.6,65,-3.0,18,79,50,16,4.7,3,34,14,36,1.2,3,97,27
76,,LA Lafayette,23.0,25.3,31.0,23.5,22.5,20.4,2010,10,,352.5,390.7,471.0,379.0,326.0,345.8,,39.6,41.0,38.0,41.5,37.8,31.4,,421.1,403.3,415.0,447.8,394.5,406.7,,1.9,2.7,1.0,1.8,2.0,1.9,,2.1,3.0,4.0,1.5,2.8,2.1,110,-20.6,30,116,113,96,--,79,113,98,103,-9.3,4,110,109
77,,Wake Forest,22.9,20.7,14.0,33.7,14.8,25.5,2010,10,,306.9,301.3,155.0,393.0,242.3,401.4,,44.7,47.3,62.0,33.3,53.3,28.0,,471.7,476.0,448.0,406.7,520.5,394.0,,1.4,1.3,2.0,1.3,1.5,1.6,,0.9,0.3,0.0,1.3,0.5,1.4,105,-16.9,10,110,96,105,--,10,107,100,64,-3.3,53,111,55
78,,W Kentucky,22.8,30.0,6.0,19.0,25.0,21.6,2010,10,,314.6,343.7,272.0,301.3,322.6,324.8,,36.4,29.7,33.0,35.3,37.0,40.6,,401.0,364.3,400.0,403.7,399.4,484.7,,1.0,1.0,2.0,1.0,1.0,2.2,,0.8,1.0,0.0,0.3,1.0,1.3,99,-15.0,7,113,93,84,--,71,117,82,106,-9.8,3,117,89
79,,Rice,22.3,24.0,14.0,22.8,21.8,18.3,2010,10,,320.5,307.7,229.0,353.3,287.8,304.6,,35.4,38.7,41.0,33.3,37.5,43.1,,433.5,432.0,391.0,454.3,412.8,464.0,,1.5,0.3,1.0,2.0,1.0,2.3,,1.4,1.0,2.0,1.3,1.5,1.5,103,-16.8,68,111,101,117,-11.2,100,118,117,76,-4.8,5,116,78
80,,Middle Tenn,22.2,21.7,38.0,22.7,21.7,32.0,2010,10,,344.0,335.7,478.0,334.3,353.7,421.7,,26.0,31.3,10.0,25.3,26.7,23.7,,379.5,404.0,270.0,410.7,348.3,355.3,,2.8,3.3,2.0,2.0,3.7,1.6,,1.0,1.3,2.0,0.7,1.3,2.5,101,-15.4,85,114,98,97,--,64,115,94,119,-15.2,49,120,119
81,,Virginia,21.8,27.3,24.0,24.0,17.5,19.8,2010,10,,361.5,383.0,363.0,363.3,358.0,269.7,,28.0,28.0,19.0,29.5,25.0,26.4,,432.3,433.7,448.0,432.3,432.5,362.9,,1.8,2.3,1.0,2.3,1.0,1.2,,1.8,2.3,5.0,2.0,1.5,1.7,84,-8.7,47,98,87,48,--,22,81,46,67,-3.6,43,109,73
82,,Washington,21.8,16.3,0.0,22.2,21.0,26.1,2010,10,,358.8,290.7,107.0,330.0,406.7,375.5,,34.1,39.7,41.0,35.0,32.7,26.7,,432.9,431.7,470.0,419.4,455.3,389.5,,1.4,2.0,2.0,1.8,0.7,1.6,,1.3,1.7,1.0,1.6,0.7,1.9,74,-5.4,6,86,70,66,--,5,71,62,2,6.2,2,50,12
83,,Duke,21.7,18.0,34.0,15.7,26.3,23.7,2010,10,,363.3,319.0,457.0,322.0,394.3,356.6,,39.3,34.3,31.0,41.7,37.5,30.2,,440.1,439.0,375.0,470.3,417.5,396.0,,2.9,3.0,0.0,4.3,1.8,1.5,,1.1,1.3,1.0,1.3,1.0,1.7,86,-9.5,62,110,100,77,--,61,88,84,63,-3.2,63,108,69
84,,Connecticut,21.6,13.3,16.0,33.7,12.5,29.4,2010,10,,324.0,252.3,278.0,352.0,303.0,378.8,,24.0,22.0,13.0,18.3,28.3,24.8,,393.1,408.7,414.0,369.7,410.8,387.2,,1.6,1.3,0.0,1.7,1.5,1.6,,1.7,1.3,4.0,3.7,0.3,1.8,62,-1.5,24,94,69,92,--,32,104,90,66,-3.5,20,69,66
85,,Tulane,21.6,25.0,17.0,17.7,24.5,13.7,2010,10,,367.7,461.3,391.0,333.7,393.3,301.5,,33.0,35.7,31.0,33.0,33.0,37.1,,400.4,460.3,542.0,420.3,385.5,418.3,,1.9,1.7,2.0,2.3,1.5,2.2,,1.7,2.0,3.0,1.7,1.8,0.7,97,-14.5,91,120,97,83,--,63,120,81,94,-8.3,93,120,98
86,,Florida Intl,21.4,23.7,9.0,21.0,21.6,22.9,2010,10,,367.9,394.7,360.0,358.0,371.8,321.7,,26.3,17.3,21.0,20.0,28.8,35.3,,346.7,314.0,358.0,247.0,386.6,491.6,,2.0,1.7,4.0,3.0,1.6,1.8,,1.6,1.0,2.0,1.5,1.6,1.4,90,-9.9,59,96,76,74,--,52,114,73,79,-5.3,15,114,74
87,,UCLA,21.3,13.7,21.0,23.5,19.0,22.0,2010,10,,314.6,244.3,299.0,367.3,262.0,337.4,,30.4,41.3,29.0,26.3,34.5,21.2,,424.5,519.7,586.0,423.8,425.3,334.0,,2.5,2.3,2.0,2.8,2.3,1.8,,1.5,1.0,2.0,1.5,1.5,2.3,60,-1.0,13,109,47,63,--,22,101,61,11,5.3,3,56,11
88,,Syracuse,21.0,21.3,31.0,14.0,22.4,19.4,2010,10,,316.0,273.3,262.0,308.0,317.6,325.5,,19.8,22.0,7.0,45.0,14.8,28.3,,300.8,317.7,277.0,389.0,283.2,328.5,,2.0,2.0,2.0,3.0,1.8,2.4,,1.5,2.0,3.0,0.0,1.8,1.7,39,6.3,17,85,61,41,--,10,78,51,62,-3.1,48,118,75
89,,Minnesota,20.9,16.0,10.0,20.6,21.3,21.3,2010,10,,362.1,324.0,232.0,362.0,362.3,312.8,,33.3,37.7,52.0,36.0,28.7,24.7,,415.8,418.3,508.0,427.4,396.3,380.8,,1.4,2.3,3.0,1.6,1.0,2.3,,1.5,1.3,1.0,1.6,1.3,2.0,94,-14.0,8,99,91,80,--,2,83,78,70,-4.2,40,101,72
90,,Kent State,20.9,28.0,33.0,30.5,17.0,19.4,2010,10,,297.0,362.3,454.0,360.5,271.6,326.3,,21.1,18.0,14.0,15.5,23.4,24.5,,292.4,269.0,274.0,234.5,315.6,371.5,,2.0,1.7,1.0,0.5,2.6,2.4,,2.6,2.3,4.0,4.5,1.8,2.2,83,-8.5,74,111,94,85,--,70,110,87,112,-11.6,68,119,112
91,,Central Mich,20.8,13.7,14.0,17.0,23.0,32.8,2010,10,,375.6,312.3,231.0,334.3,400.4,431.9,,26.3,25.7,17.0,25.0,27.0,20.4,,387.0,399.7,307.0,404.7,376.4,360.2,,3.0,4.0,3.0,3.7,2.6,1.2,,1.4,1.0,2.0,1.3,1.4,1.5,112,-22.0,30,112,103,71,--,31,106,70,107,-10.1,55,114,97
92,,S Florida,20.3,17.7,38.0,21.3,19.3,22.3,2010,10,,284.3,267.0,380.0,264.7,304.0,349.7,,19.3,21.0,30.0,9.3,29.3,22.7,,356.7,398.3,590.0,276.3,437.0,344.0,,1.8,1.7,0.0,1.0,2.7,1.9,,1.0,0.7,1.0,1.7,0.3,1.7,56,0.7,4,70,52,55,--,21,80,52,58,-2.3,16,97,54
93,,Utah State,20.1,18.3,42.0,20.7,19.8,26.9,2010,10,,325.7,288.7,490.0,309.7,337.8,424.4,,36.3,41.7,56.0,34.0,38.0,34.0,,466.6,544.0,596.0,440.7,486.0,463.1,,1.3,1.3,1.0,1.3,1.3,1.1,,1.6,1.0,0.0,2.0,1.3,1.6,102,-16.7,1,109,106,88,--,13,97,93,71,-4.5,9,97,82
94,,Penn State,19.9,29.0,41.0,25.0,13.0,26.9,2010,10,,347.1,341.0,436.0,373.5,312.0,394.8,,20.9,28.3,31.0,19.3,23.0,13.0,,355.6,431.0,423.0,324.5,397.0,280.2,,1.6,0.7,0.0,1.3,2.0,1.3,,1.6,1.0,0.0,2.0,1.0,1.8,61,-1.4,15,70,63,53,--,15,68,54,46,-0.6,20,95,49
95,,Rutgers,19.5,23.7,21.0,18.0,21.0,26.2,2010,10,,283.3,302.7,203.0,350.7,216.0,305.2,,22.2,28.3,41.0,19.3,25.0,20.5,,354.5,400.3,513.0,279.7,429.3,328.3,,1.3,1.0,2.0,1.0,1.7,1.2,,2.2,1.7,2.0,1.3,3.0,2.5,80,-7.7,59,108,83,112,-3.4,47,114,112,81,-6.1,47,112,76
96,,Miami (OH),19.4,20.3,21.0,24.8,15.2,15.6,2010,10,,327.3,371.3,298.0,344.3,313.8,343.5,,27.2,21.0,9.0,21.5,31.8,34.2,,366.9,346.0,265.0,321.8,403.0,377.9,,2.0,3.0,2.0,2.0,2.0,3.0,,2.1,2.3,1.0,2.8,1.6,1.0,100,-15.2,57,106,102,91,--,10,108,92,101,-9.2,1,111,99
97,,Ball State,19.4,25.3,14.0,27.0,16.4,19.5,2010,10,,291.7,293.3,274.0,302.0,287.6,309.1,,33.7,35.0,33.0,43.0,30.0,28.6,,458.6,464.0,454.0,486.0,447.6,392.5,,2.6,3.0,4.0,2.0,2.8,2.1,,1.4,1.7,1.0,1.0,1.6,1.7,109,-20.4,100,117,105,95,--,67,115,89,117,-14.5,84,120,118
98,,E Michigan,19.3,23.0,7.0,16.3,21.8,16.4,2010,10,,335.6,397.0,326.0,343.8,329.0,278.3,,43.8,42.7,42.0,38.8,47.8,38.3,,446.9,379.3,438.0,440.8,451.8,426.8,,1.9,1.7,2.0,2.0,1.8,2.2,,1.1,0.7,1.0,1.3,1.0,1.9,117,-31.5,91,120,115,108,--,85,119,106,99,-9.1,64,119,92
99,,North Texas,18.9,20.7,33.0,21.8,16.0,26.6,2010,10,,359.4,325.7,400.0,351.3,367.5,408.8,,25.0,21.3,6.0,29.5,20.5,35.6,,363.8,359.7,272.0,378.3,349.3,412.4,,1.4,0.3,0.0,1.3,1.5,2.4,,0.9,1.0,2.0,0.5,1.3,1.3,95,-14.3,82,113,109,82,--,73,111,96,114,-12.1,13,115,115
100,,Colorado St,18.8,29.0,38.0,29.3,10.4,21.5,2010,10,,354.9,431.7,587.0,434.3,291.4,354.9,,33.2,27.7,14.0,21.3,42.8,30.5,,421.6,387.0,239.0,362.0,469.2,394.3,,1.6,0.7,0.0,0.8,2.2,1.5,,0.8,1.0,0.0,0.8,0.8,1.5,89,-9.8,83,118,88,120,-24.0,90,120,120,85,-7.3,36,104,64
101,,Colorado,18.8,19.7,10.0,27.3,10.3,22.3,2010,10,,343.8,342.0,263.0,407.0,280.5,314.2,,27.8,33.7,43.0,24.5,31.0,28.8,,414.5,540.7,641.0,431.8,397.3,363.0,,1.5,0.7,0.0,1.3,1.8,2.7,,1.9,1.7,0.0,2.3,1.5,2.0,68,-4.3,33,101,48,13,6.0,4,68,11,21,3.7,20,77,24
102,,Vanderbilt,18.3,7.0,14.0,20.8,15.8,13.7,2010,10,,293.1,190.7,154.0,347.8,238.5,278.7,,27.9,37.7,49.0,19.3,36.5,25.5,,418.4,539.3,555.0,370.0,466.8,385.3,,1.4,1.3,2.0,1.0,1.8,1.4,,1.3,0.3,0.0,1.3,1.3,1.4,92,-10.7,48,110,66,89,--,24,89,79,40,0.4,16,76,44
103,,Kansas,18.0,11.0,16.0,21.8,13.0,27.6,2010,10,,328.4,310.0,268.0,371.8,270.7,410.5,,37.0,44.0,28.0,36.3,38.0,30.7,,444.1,461.0,400.0,416.5,481.0,394.2,,1.6,2.0,1.0,1.5,1.7,2.0,,0.6,0.7,1.0,0.5,0.7,1.4,116,-29.0,75,117,117,103,--,41,117,107,102,-9.2,39,110,110
104,,Tennessee,17.7,16.0,24.0,18.0,17.3,29.3,2010,10,,305.3,337.3,405.0,305.8,304.7,383.6,,34.9,40.0,38.0,37.3,31.7,22.2,,449.7,459.0,436.0,468.8,424.3,318.8,,1.9,3.0,4.0,1.5,2.3,1.6,,1.3,0.3,1.0,1.0,1.7,1.8,70,-4.4,14,77,73,56,--,22,60,55,6,5.8,4,87,14
105,,LA Monroe,17.6,24.3,28.0,18.3,17.0,22.6,2010,10,,330.6,346.7,428.0,347.0,318.3,374.2,,30.9,27.3,14.0,20.7,38.5,29.8,,413.3,369.0,285.0,361.7,452.0,369.8,,1.9,1.0,1.0,1.7,2.0,2.5,,1.6,1.7,2.0,2.0,1.3,1.7,104,-16.8,9,116,110,104,--,58,111,103,108,-10.1,5,114,111
106,,Fla Atlantic,17.6,18.0,21.0,19.0,17.0,27.4,2010,10,,313.0,326.0,358.0,357.5,295.2,431.1,,25.6,22.0,9.0,15.0,29.8,33.8,,383.6,396.3,360.0,383.5,383.6,453.3,,1.9,2.0,2.0,2.0,1.8,1.3,,1.7,2.3,4.0,3.0,1.2,1.3,106,-18.0,33,116,104,115,-6.2,96,118,113,88,-7.7,37,108,96
107,,Wash State,17.5,11.7,0.0,15.3,18.8,12.0,2010,10,,333.6,317.3,265.0,319.3,342.2,248.7,,42.4,34.7,42.0,39.0,44.4,38.5,,497.4,428.7,493.0,502.3,494.4,511.8,,2.1,3.3,3.0,2.7,1.8,2.6,,1.5,1.0,1.0,2.3,1.0,2.0,82,-8.3,48,120,82,99,--,66,115,91,50,-0.8,15,110,46
108,,Marshall,17.0,13.3,16.0,18.8,15.3,21.0,2010,10,,300.8,302.0,315.0,333.3,268.3,345.8,,32.6,28.0,12.0,23.5,41.8,24.0,,410.8,389.0,316.0,378.0,443.5,376.8,,1.9,1.7,0.0,0.5,3.3,1.8,,1.1,1.3,2.0,1.5,0.8,1.2,108,-18.9,81,119,107,102,--,82,120,102,77,-4.9,1,97,58
109,,UNLV,16.9,8.7,6.0,24.5,9.3,23.6,2010,10,,273.6,251.7,197.0,281.3,266.0,340.8,,37.9,46.7,48.0,35.8,40.0,35.1,,427.9,490.3,530.0,453.0,402.8,476.9,,1.4,2.0,2.0,1.0,1.8,1.7,,1.5,0.7,2.0,2.5,0.5,1.4,111,-21.6,57,117,108,107,--,82,109,105,78,-5.2,10,94,77
110,,Purdue,16.3,12.7,10.0,24.0,10.5,27.8,2010,10,,299.7,239.3,205.0,389.3,232.5,391.3,,27.7,36.7,44.0,20.3,33.3,29.1,,367.7,395.7,391.0,314.3,407.8,376.6,,1.9,2.0,2.0,2.0,1.8,2.4,,1.6,1.7,0.0,2.3,1.0,2.0,98,-14.6,76,119,92,93,--,55,98,80,89,-7.7,26,114,101
111,,Boston Col,16.0,18.7,16.0,15.2,18.0,22.3,2010,10,,282.6,292.0,304.0,287.4,270.5,314.2,,23.6,19.3,10.0,19.4,34.0,21.4,,299.0,268.7,262.0,271.2,368.5,344.0,,2.0,1.3,1.0,2.2,1.5,2.2,,2.6,2.3,3.0,2.4,3.0,1.9,72,-4.6,42,91,86,70,--,33,94,69,48,-0.6,32,117,56
112,,BYU,16.0,17.3,25.0,21.3,10.8,35.5,2010,10,,303.3,287.0,299.0,361.0,245.5,427.5,,27.0,24.0,20.0,21.3,32.8,21.5,,377.1,280.7,188.0,322.5,431.8,328.2,,1.6,2.0,2.0,1.0,2.3,1.8,,0.8,0.3,0.0,0.8,0.8,1.8,85,-9.2,16,89,89,90,--,8,93,88,44,0.0,5,64,41
113,,N Mex State,14.5,17.7,29.0,16.5,12.5,10.7,2010,10,,292.4,342.0,439.0,295.3,289.5,224.0,,36.9,32.3,27.0,35.3,38.5,32.8,,453.6,392.7,431.0,471.0,436.3,436.1,,1.1,0.7,1.0,1.8,0.5,2.3,,0.9,0.7,0.0,1.3,0.5,1.3,115,-27.5,59,120,119,110,--,60,118,109,118,-14.9,54,119,116
114,,Memphis,14.3,12.0,17.0,16.8,11.8,20.1,2010,10,,281.5,271.0,321.0,272.3,290.8,365.2,,41.5,51.0,56.0,40.5,42.5,36.7,,476.5,586.3,670.0,488.5,464.5,462.2,,1.8,1.3,1.0,1.8,1.8,2.1,,0.8,0.0,0.0,1.0,0.5,1.5,120,-35.9,66,120,116,109,--,87,114,108,82,-6.3,13,113,81
115,,Wyoming,13.9,21.3,38.0,16.0,11.8,17.4,2010,10,,229.0,236.7,339.0,230.8,227.3,299.0,,33.5,34.3,48.0,37.3,29.8,27.8,,453.5,390.3,441.0,497.0,410.0,391.3,,1.0,0.3,1.0,1.3,0.8,1.1,,1.3,2.3,2.0,1.8,0.8,1.4,87,-9.5,58,110,84,86,--,78,100,83,53,-1.1,45,105,47
116,,New Mexico,13.6,16.0,14.0,17.8,9.5,16.3,2010,10,,267.8,272.0,239.0,300.8,234.8,315.3,,43.4,28.0,38.0,44.0,42.8,35.9,,455.9,392.7,587.0,429.3,482.5,418.3,,2.8,2.3,0.0,2.3,3.3,2.2,,1.5,1.3,0.0,2.3,0.8,1.7,118,-31.8,95,120,118,111,--,90,116,110,115,-12.2,6,115,113
117,,Buffalo,12.6,7.7,9.0,6.3,17.3,22.6,2010,10,,305.4,225.3,265.0,250.7,346.5,396.1,,33.9,36.0,21.0,29.0,37.5,25.6,,357.1,380.0,298.0,328.3,378.8,354.3,,3.0,2.3,1.0,2.3,3.5,2.3,,2.4,2.3,2.0,1.7,3.0,1.5,114,-26.8,74,120,111,101,--,69,109,101,105,-9.7,73,120,100
118,,San Jose St,11.1,15.0,27.0,9.0,12.0,13.3,2010,10,,268.7,285.0,431.0,212.0,291.4,272.2,,39.4,36.7,29.0,40.5,39.0,36.8,,485.4,443.7,439.0,446.0,501.2,454.6,,1.4,1.3,0.0,2.0,1.2,2.2,,1.1,1.0,1.0,1.0,1.2,1.7,113,-23.6,2,115,112,100,--,80,115,97,113,-11.8,2,118,104
119,,Akron,10.5,6.7,0.0,9.0,11.4,17.3,2010,10,,230.3,239.0,154.0,232.7,228.8,288.6,,39.1,41.3,30.0,45.0,35.6,31.4,,451.9,474.0,402.0,492.3,427.6,389.5,,1.6,2.0,1.0,1.7,1.6,2.2,,0.9,1.0,1.0,1.7,0.4,1.5,119,-34.9,99,120,120,106,--,70,108,104,111,-11.1,44,117,114
120,,Idaho ,,,,,,,2010,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,-9.6,6,111,68,79,--,8,105,72,93,-8.1,56,120,105
0,,Oregon,52.9,55.3,53.0,59.3,46.5,36.1,2010,11,,554.3,569.7,523.0,613.8,494.8,412.0,,19.9,20.3,16.0,15.0,24.8,23.8,,356.1,310.0,263.0,301.5,410.8,336.3,,1.8,1.3,2.0,1.5,2.0,1.8,,2.9,2.0,0.0,2.8,3.0,1.9,3,30.6,1,21,1,22,--,7,47,23,6,6.0,2,60,5
1,,Boise State,47.0,46.3,42.0,46.3,47.8,42.8,2010,11,,546.4,581.7,737.0,545.0,547.8,455.8,,12.6,9.0,7.0,16.3,9.0,17.2,,238.6,234.0,223.0,285.3,192.0,305.3,,1.4,2.3,3.0,1.5,1.3,1.0,,1.6,1.0,0.0,1.8,1.5,2.7,2,30.8,1,57,2,6,15.8,1,56,4,27,2.6,1,30,24
2,,Oklahoma St,46.3,40.0,55.0,50.8,37.3,26.1,2010,11,,553.1,579.3,725.0,563.7,532.0,349.6,,28.4,31.0,28.0,32.8,19.7,23.0,,414.0,432.7,464.0,444.5,353.0,338.4,,1.9,1.3,1.0,1.8,2.0,2.2,,2.8,2.3,3.0,3.0,2.3,2.3,14,15.7,4,62,24,26,--,2,60,30,33,1.5,28,107,38
3,,Nevada,43.6,46.7,63.0,48.5,38.8,38.2,2010,11,,557.3,578.7,847.0,591.8,522.8,506.2,,21.9,28.7,17.0,23.0,20.8,28.5,,367.6,393.7,339.0,409.0,326.3,409.9,,1.4,1.3,0.0,0.5,2.3,1.6,,1.9,2.0,4.0,2.0,1.8,1.4,35,8.2,11,112,46,29,--,21,111,40,69,-4.1,42,117,73
4,,Ohio State,42.0,39.7,52.0,47.3,31.3,29.0,2010,11,,458.2,436.3,508.0,502.3,370.0,369.0,,13.6,13.7,10.0,11.3,18.0,12.5,,235.3,229.3,232.0,216.2,273.7,262.3,,1.2,1.3,1.0,1.2,1.3,1.4,,2.6,2.0,3.0,3.0,1.7,2.7,4,21.0,1,46,6,25,--,4,56,26,36,1.3,5,98,33
5,,Stanford,41.1,40.3,42.0,46.3,36.0,35.5,2010,11,,466.0,476.3,518.0,493.0,439.0,427.6,,21.3,15.0,17.0,26.0,16.5,26.5,,364.3,307.7,428.0,399.3,329.3,402.7,,1.4,0.7,0.0,1.0,1.8,1.3,,2.3,2.0,1.0,1.8,2.8,1.3,11,17.0,1,54,15,20,--,2,55,22,7,5.9,1,99,14
6,,Utah,41.0,31.3,7.0,37.4,45.5,29.8,2010,11,,421.8,391.3,199.0,403.4,444.8,389.5,,17.8,25.3,47.0,18.0,17.5,20.2,,300.0,394.0,558.0,305.6,293.0,313.8,,2.0,2.0,4.0,1.8,2.3,1.5,,1.6,2.7,1.0,1.2,2.0,1.9,7,17.5,1,70,3,23,--,9,49,25,34,1.5,28,108,59
7,,Tulsa,40.0,48.0,64.0,49.7,34.2,26.8,2010,11,,490.4,516.7,612.0,566.0,445.0,400.5,,30.3,26.0,27.0,23.7,34.2,29.5,,457.9,466.7,415.0,415.0,483.6,411.2,,1.0,0.7,0.0,0.3,1.4,2.0,,2.4,2.7,2.0,2.3,2.4,1.7,36,8.2,27,88,43,60,--,33,96,61,82,-6.9,33,91,80
8,,Auburn,40.0,46.7,51.0,42.5,35.0,30.8,2010,11,,497.1,523.3,572.0,504.8,481.7,413.2,,24.3,30.3,31.0,23.3,26.3,27.3,,358.3,405.3,407.0,372.7,329.7,383.1,,1.3,0.7,1.0,1.3,1.3,1.8,,1.8,1.7,1.0,2.0,1.3,1.9,9,17.3,3,35,5,30,--,1,35,31,20,3.6,1,70,17
9,,Nebraska,39.6,37.7,31.0,32.8,46.5,25.1,2010,11,,457.1,442.0,317.0,418.3,496.0,322.8,,21.1,29.3,30.0,16.0,26.3,10.4,,327.9,401.3,363.0,299.3,356.5,271.7,,1.1,1.0,2.0,1.3,1.0,1.6,,1.9,1.7,3.0,2.0,1.8,2.0,10,17.1,4,36,17,21,--,7,44,21,25,2.6,9,91,22
10,,TX Christian,39.1,44.3,47.0,39.8,38.6,36.8,2010,11,,496.6,550.0,558.0,519.8,478.0,452.4,,8.7,6.7,7.0,5.0,11.6,12.1,,222.8,209.0,199.0,208.0,234.6,238.9,,0.9,1.3,1.0,0.3,1.4,1.8,,1.3,2.0,4.0,0.8,1.8,1.9,1,33.9,1,96,4,2,20.0,1,15,2,15,4.3,4,46,43
11,,VA Tech,38.5,41.3,28.0,43.6,30.0,31.8,2010,11,,424.0,480.0,336.0,458.8,366.0,392.1,,20.0,16.3,21.0,19.4,21.0,15.6,,360.5,326.7,426.0,348.4,380.7,295.5,,0.9,1.0,2.0,1.0,0.7,1.2,,1.9,1.3,2.0,1.4,2.7,1.8,13,15.9,8,76,12,1,22.9,1,57,1,35,1.4,2,35,28
